2021-08-12 01:03:01,657	21672024	2	2
2021-08-12 01:06:01,638	21672024	2	2
2021-08-12 01:09:01,637	21672024	2	2
2021-08-12 01:12:01,728	21672024	-1	2
2021-08-12 01:15:01,755	21672024	2	2
2021-08-12 01:18:01,841	21672024	2	2
2021-08-12 01:21:01,941	21672024	2	2
2021-08-12 01:24:01,400	21672024	2	2
2021-08-12 01:27:02,033	21672024	2	2
2021-08-12 01:30:01,480	21672024	2	2
2021-08-12 01:33:02,014	21672024	2	2
2021-08-12 01:36:01,603	21672024	2	2
